Id,SalePrice
1461,126579.2
1462,154761.775
1463,180783.97
1464,182325.91
1465,197047.69
1466,182664.56
1467,167119.825
1468,176422.385
1469,179751.725
1470,117854.0
1471,197581.345
1472,94731.88
1473,98867.77
1474,152232.25
1475,144906.89
1476,385298.08
1477,253862.12
1478,305608.41
1479,244241.515
1480,472150.795
1481,313175.615
1482,207266.705
1483,176028.27
1484,178506.79
1485,172113.37
1486,201207.005
1487,325588.43
1488,237897.31
1489,210617.85
1490,200351.835
1491,192168.475
1492,99400.475
1493,173634.025
1494,301968.44
1495,300962.825
1496,225841.67
1497,196329.03
1498,154951.56
1499,153236.385
1500,148043.955
1501,174473.425
1502,166251.11
1503,301718.14
1504,230537.985
1505,215656.81
1506,188998.49
1507,216093.89
1508,199730.12
1509,165413.275
1510,153837.185
1511,152265.095
1512,168881.91
1513,149927.355
1514,163320.5
1515,174104.19
1516,157815.0
1517,153920.795
1518,130745.515
1519,222311.935
1520,139593.625
1521,146249.25
1522,159830.75
1523,114141.89
1524,122233.105
1525,122432.555
1526,126120.415
1527,102203.21
1528,128539.0
1529,145075.75
1530,167800.32
1531,127947.205
1532,109460.58
1533,147589.82
1534,115260.01
1535,155606.84
1536,114719.52
1537,79573.775
1538,179956.925
1539,237843.855
1540,110417.7
1541,151463.675
1542,149711.01
1543,216015.96
1544,78383.895
1545,105198.545
1546,120771.26
1547,140369.275
1548,138825.41
1549,114651.45
1550,150088.71
1551,119212.6
1552,141450.14
1553,146167.66
1554,114307.03
1555,173265.195
1556,98425.04
1557,124940.52
1558,94253.69
1559,115861.015
1560,148419.46
1561,152841.48
1562,127886.165
1563,124326.29
1564,163512.28
1565,152642.06
1566,218439.065
1567,78952.485
1568,223569.56
1569,152578.17
1570,127211.375
1571,136006.745
1572,147204.75
1573,245948.995
1574,116534.66
1575,213320.12
1576,215277.285
1577,206848.135
1578,150846.755
1579,144025.55
1580,190658.925
1581,143253.615
1582,131120.0
1583,329671.85
1584,241209.665
1585,140423.5
1586,71523.88
1587,103624.535
1588,152071.55
1589,102901.43
1590,133640.65
1591,107815.13
1592,123773.655
1593,117388.53
1594,138547.6
1595,119152.265
1596,239716.75
1597,172046.01
1598,182147.67
1599,216139.655
1600,195256.795
1601,80442.11
1602,115922.885
1603,95197.45
1604,281171.885
1605,251811.61
1606,168354.76
1607,162798.73
1608,217218.875
1609,202628.62
1610,157501.105
1611,149423.31
1612,163541.765
1613,167029.275
1614,120223.465
1615,86951.25
1616,81962.0
1617,86532.75
1618,128532.75
1619,128498.16
1620,151085.815
1621,134399.335
1622,154550.435
1623,288337.385
1624,208267.44
1625,130981.53
1626,170860.86
1627,189778.5
1628,279256.56
1629,177527.835
1630,352785.795
1631,221319.28
1632,249937.85
1633,169088.495
1634,182196.25
1635,177391.435
1636,160832.42
1637,176643.85
1638,214196.48
1639,182875.91
1640,249282.375
1641,186513.25
1642,226912.47
1643,226194.43
1644,227051.44
1645,182784.75
1646,153497.25
1647,161795.45
1648,144160.625
1649,140848.61
1650,120056.75
1651,120799.235
1652,94367.0
1653,97427.75
1654,156743.95
1655,156127.84
1656,150579.86
1657,154155.25
1658,155563.675
1659,145481.375
1660,146341.75
1661,441363.07
1662,381169.05
1663,376869.145
1664,459128.85
1665,319677.275
1666,323832.32
1667,352870.9
1668,328595.305
1669,300235.96
1670,338518.09
1671,262752.05
1672,466775.11
1673,302050.245
1674,253615.215
1675,188455.355
1676,190677.435
1677,213206.71
1678,472321.585
1679,381349.055
1680,321928.35
1681,268970.215
1682,301569.235
1683,189392.27
1684,172328.5
1685,174032.675
1686,167880.74
1687,167557.205
1688,187668.325
1689,191036.69
1690,183881.09
1691,174343.385
1692,261334.4
1693,169527.18
1694,183183.575
1695,170349.665
1696,269283.53
1697,172931.545
1698,347017.115
1699,338276.385
1700,240892.715
1701,261118.265
1702,257360.865
1703,253864.035
1704,293226.18
1705,234932.55
1706,458689.7
1707,224825.075
1708,221778.2
1709,282790.83
1710,225242.19
1711,266331.655
1712,234706.21
1713,250345.7
1714,221183.91
1715,201498.075
1716,176257.38
1717,165845.215
1718,145408.475
1719,206714.755
1720,253345.335
1721,166888.2
1722,135036.735
1723,154811.25
1724,217304.79
1725,232080.52
1726,186477.84
1727,170881.31
1728,188346.525
1729,163311.415
1730,156412.38
1731,123372.265
1732,132790.69
1733,127342.495
1734,132581.6
1735,133337.3
1736,118504.79
1737,374821.27
1738,216942.21
1739,286829.21
1740,189879.285
1741,182734.695
1742,173106.5
1743,176656.825
1744,316003.255
1745,242931.35
1746,271347.29
1747,219425.35
1748,208233.81
1749,160166.045
1750,151262.47
1751,229057.595
1752,124449.415
1753,143505.575
1754,214781.67
1755,164915.785
1756,122483.705
1757,121684.54
1758,147751.61
1759,165178.695
1760,161041.505
1761,153657.435
1762,174846.07
1763,164182.675
1764,116491.005
1765,167571.61
1766,175682.78
1767,191368.87
1768,140207.875
1769,166500.23
1770,139293.625
1771,136055.01
1772,138546.45
1773,142582.69
1774,131851.31
1775,134637.525
1776,117697.005
1777,119817.0
1778,129099.55
1779,115346.93
1780,177728.69
1781,132931.945
1782,100526.155
1783,131199.105
1784,98792.04
1785,114961.345
1786,142294.29
1787,170641.55
1788,60018.83
1789,94719.56
1790,88003.65
1791,178029.165
1792,155621.0
1793,139376.755
1794,141756.55
1795,138476.54
1796,117391.435
1797,114736.24
1798,126257.3
1799,116390.995
1800,126642.665
1801,127447.995
1802,154326.935
1803,148947.37
1804,140644.45
1805,135916.04
1806,117216.705
1807,145980.425
1808,119247.135
1809,126850.05
1810,146528.01
1811,114144.715
1812,116663.605
1813,123672.25
1814,103294.48
1815,62270.88
1816,101646.055
1817,121834.715
1818,131612.535
1819,117278.79
1820,79551.06
1821,122134.025
1822,148212.08
1823,60669.38
1824,142134.03
1825,143226.345
1826,103571.63
1827,106469.69
1828,139598.04
1829,114744.85
1830,142750.845
1831,169888.87
1832,110859.13
1833,155467.375
1834,131095.67
1835,173253.79
1836,127983.94
1837,104894.88
1838,137311.855
1839,87788.04
1840,167413.945
1841,150955.015
1842,92209.74
1843,143187.115
1844,138798.65
1845,141135.105
1846,152413.0
1847,154485.57
1848,63920.58
1849,117097.365
1850,131957.125
1851,152564.385
1852,129856.21
1853,133815.12
1854,172037.565
1855,143578.28
1856,223815.345
1857,153478.025
1858,138581.13
1859,122375.215
1860,155058.605
1861,122024.845
1862,280043.645
1863,277626.175
1864,277578.675
1865,321798.895
1866,323556.485
1867,243936.2
1868,299014.26
1869,194584.475
1870,249470.7
1871,253003.325
1872,173922.35
1873,232760.795
1874,140118.75
1875,208430.07
1876,197321.7
1877,209846.36
1878,211264.93
1879,133486.0
1880,137145.7
1881,241004.94
1882,257046.755
1883,197596.05
1884,219057.895
1885,257842.82
1886,300711.44
1887,200956.1
1888,278289.605
1889,166587.425
1890,136382.005
1891,141756.01
1892,111713.535
1893,136771.31
1894,129241.03
1895,154744.17
1896,124858.435
1897,119652.65
1898,108953.35
1899,126466.955
1900,146090.155
1901,168289.165
1902,134762.38
1903,218385.23
1904,137445.295
1905,182665.64
1906,156578.91
1907,205331.905
1908,113744.095
1909,134705.53
1910,124697.155
1911,195256.72
1912,259100.9
1913,142575.58
1914,64174.25
1915,334007.085
1916,72951.88
1917,258929.44
1918,136881.5
1919,154381.285
1920,145580.56
1921,416739.98
1922,332942.235
1923,203822.2
1924,233605.6
1925,229567.31
1926,384053.44
1927,142081.23
1928,160553.27
1929,128386.225
1930,126251.895
1931,139697.06
1932,133572.825
1933,167060.86
1934,180452.5
1935,176328.9
1936,189477.54
1937,180571.775
1938,165109.675
1939,248168.83
1940,197015.325
1941,177170.505
1942,186387.425
1943,193631.745
1944,317762.785
1945,362386.605
1946,155538.465
1947,307699.505
1948,172933.32
1949,242784.525
1950,177679.57
1951,258907.99
1952,243065.08
1953,164749.31
1954,205086.45
1955,129379.795
1956,280081.19
1957,161238.765
1958,316787.61
1959,137796.61
1960,113998.885
1961,118011.21
1962,95280.5
1963,103779.665
1964,113633.33
1965,153974.25
1966,155923.375
1967,294553.115
1968,394802.27
1969,375340.77
1970,411724.18
1971,411695.505
1972,353956.56
1973,275281.915
1974,315599.49
1975,459779.21
1976,277951.815
1977,364140.735
1978,365166.875
1979,329608.195
1980,194269.485
1981,338661.415
1982,233245.925
1983,217529.8
1984,167597.2
1985,208892.205
1986,214819.995
1987,178645.01
1988,178200.525
1989,187657.695
1990,221210.88
